エリア,世帯,トリップ,出発時間,到着時間,代表交通手段,交通モード,移動時間,,,,
305,1,2,0,0,0,0,1,,,,
305,2,0,0,0,1,3,1,3,1,2,1
305,2,1,0,0,0,0,3,,,,
305,2,2,0,0,0,0,2,,,,
306,0,0,0,0,1,3,1,3,1,2,1
306,0,1,0,391,0,0,1,,,,
306,0,2,0,0,0,0,2,,,,
307,1,0,0,0,0,0,1,,,,
307,1,1,0,0,0,0,1,,,,
308,0,0,0,426,0,0,1,,,,
308,0,1,0,0,0,0,2,,,,
308,0,2,0,0,0,0,1,,,,
308,1,0,0,399,1,3,1,3,1,2,1
308,1,1,0,0,0,0,1,,,,
309,0,0,0,480,2,2,8,,,,
309,0,1,0,0,0,0,2,,,,
309,0,2,0,0,0,0,2,,,,
309,2,0,0,475,1,3,1,3,1,2,1
309,2,1,0,0,0,0,1,,,,
309,3,0,0,0,2,2,4,,,,
309,3,1,0,0,0,0,1,,,,
309,3,2,0,423,0,0,2,,,,
309,3,3,0,0,0,0,2,,,,
310,0,0,0,444,0,0,1,,,,
310,0,1,0,1180,0,0,2,,,,
310,0,2,0,0,0,0,1,,,,
310,0,3,0,0,0,0,2,,,,
311,0,0,0,472,0,0,2,,,,
311,0,1,0,770,0,0,2,,,,
311,0,2,0,1156,0,0,2,,,,
311,0,3,0,0,0,0,2,,,,
312,0,0,0,443,2,2,8,,,,
312,0,1,0,0,0,0,2,,,,
312,1,0,0,394,0,0,2,,,,
312,1,1,0,0,0,0,2,,,,
312,2,0,0,467,2,2,4,,,,
312,2,1,0,0,0,0,1,,,,
312,2,2,0,0,0,0,1,,,,
312,2,3,0,1052,0,0,2,,,,
312,2,4,0,0,0,0,1,,,,
313,0,0,0,430,0,0,2,,,,
313,0,1,0,0,0,0,2,,,,
313,0,2,0,0,0,0,2,,,,
313,1,0,0,458,2,2,8,,,,
313,1,1,0,0,0,0,2,,,,
313,1,2,0,0,0,0,2,,,,
314,0,0,0,0,3,3,5,,,,
314,0,1,0,0,0,0,1,,,,
315,0,0,0,0,0,0,1,,,,
315,0,1,0,0,0,0,1,,,,
315,1,0,0,463,1,3,1,3,1,4,1
315,1,1,0,0,0,0,2,,,,
315,2,0,0,471,2,2,8,,,,
315,2,1,0,0,0,0,2,,,,
315,2,2,0,0,0,0,2,,,,
316,0,0,0,0,3,3,10,,,,
316,0,1,0,0,0,0,2,,,,
316,1,0,0,408,0,0,1,,,,
316,1,1,0,0,0,0,1,,,,
316,2,0,0,392,2,2,8,,,,
316,2,1,0,760,0,0,2,,,,
316,2,2,0,1316,0,0,2,,,,
316,2,3,0,0,0,0,2,,,,
316,3,0,0,457,3,3,10,,,,
316,3,1,0,698,0,0,2,,,,
316,3,2,0,1317,0,0,2,,,,
316,3,3,0,0,0,0,2,,,,
317,0,0,0,0,1,3,1,3,1,2,1
317,0,1,0,0,0,0,1,,,,
317,0,2,0,0,0,0,2,,,,
317,1,0,0,496,0,0,2,,,,
317,1,1,0,0,0,0,2,,,,
318,0,0,0,459,0,0,2,,,,
318,0,1,0,0,0,0,2,,,,
318,0,2,0,0,0,0,2,,,,
318,1,0,0,419,3,3,5,,,,
318,1,1,0,678,0,0,2,,,,
318,1,2,0,0,0,0,1,,,,
318,1,3,0,1013,0,0,1,,,,
318,1,4,0,0,0,0,1,,,,
320,0,0,0,481,0,0,2,,,,
320,0,1,0,0,0,0,2,,,,
321,0,0,0,0,2,2,4,,,,
321,0,1,0,0,0,0,1,,,,
321,0,2,0,0,0,0,1,,,,
321,0,3,0,0,0,0,1,,,,
321,1,0,0,464,0,0,2,,,,
321,1,1,0,0,0,0,2,,,,
321,1,2,0,1201,0,0,2,,,,
321,1,3,0,0,0,0,2,,,,
322,0,0,0,466,1,3,1,3,1,4,1
322,0,1,0,0,0,0,2,,,,
323,1,0,0,0,3,3,5,,,,
323,1,1,0,0,0,0,1,,,,
323,2,0,0,537,0,0,2,,,,
323,2,1,0,0,0,0,2,,,,
323,3,0,0,0,1,3,1,3,1,2,1
323,3,1,0,0,0,0,3,,,,
323,3,2,0,0,0,0,2,,,,
323,3,3,0,417,0,0,2,,,,
323,3,4,0,0,0,0,2,,,,
323,4,0,0,496,2,2,4,,,,
323,4,1,0,0,0,0,1,,,,
324,0,0,0,479,0,0,2,,,,
324,0,1,0,0,0,0,2,,,,
324,0,2,0,0,0,0,2,,,,
325,0,0,0,0,2,2,4,,,,
325,0,1,0,0,0,0,1,,,,
325,0,2,0,0,0,0,2,,,,
325,1,0,0,539,0,0,1,,,,
325,1,1,0,0,0,0,1,,,,
325,2,0,0,0,0,0,1,,,,
325,2,1,0,455,0,0,1,,,,
325,2,2,0,0,0,0,2,,,,
325,3,0,0,430,2,2,8,,,,
325,3,1,0,0,0,0,2,,,,
325,4,0,0,406,0,0,2,,,,
325,4,1,0,757,0,0,2,,,,
325,4,2,0,985,0,0,2,,,,
325,4,3,0,0,0,0,2,,,,
326,0,0,0,393,1,3,1,3,1,2,1
326,0,1,0,0,0,0,1,,,,
326,1,0,0,0,3,3,5,,,,
326,1,1,0,471,0,0,1,,,,
326,1,2,0,0,0,0,2,,,,
327,0,0,0,478,0,0,2,,,,
327,0,1,0,0,0,0,2,,,,
327,0,2,0,0,0,0,2,,,,
327,1,0,0,401,1,3,1,3,1,4,1
327,1,1,0,0,0,0,2,,,,
328,0,0,0,528,0,0,2,,,,
328,0,1,0,0,0,0,2,,,,
328,1,0,0,522,0,0,1,,,,
328,1,1,0,0,0,0,2,,,,
328,1,2,0,0,0,0,1,,,,
329,0,0,0,507,0,0,2,,,,
329,0,1,0,0,0,0,2,,,,
329,1,0,0,0,0,0,1,,,,
329,1,1,0,0,0,0,2,,,,
329,1,2,0,0,0,0,2,,,,
330,0,0,0,518,3,3,10,,,,
330,0,1,0,0,0,0,2,,,,
331,0,0,0,0,1,3,1,3,1,4,1
331,0,1,0,450,0,0,2,,,,
331,0,2,0,0,0,0,2,,,,
331,0,3,0,0,0,0,2,,,,
332,0,0,0,0,2,2,8,,,,
332,0,1,0,0,0,0,2,,,,
332,0,2,0,0,0,0,2,,,,
333,0,0,0,524,0,0,2,,,,
333,0,1,0,0,0,0,2,,,,
333,1,0,0,477,3,3,5,,,,
333,1,1,0,0,0,0,1,,,,
333,2,0,0,419,1,3,1,3,1,2,1
333,2,1,0,0,0,0,1,,,,
334,0,0,0,503,1,3,1,3,1,4,1
334,0,1,0,0,0,0,2,,,,
334,1,0,0,515,2,2,8,,,,
334,1,1,0,0,0,0,2,,,,
335,0,0,0,0,3,3,10,,,,
335,0,1,0,0,0,0,2,,,,
336,0,0,0,0,3,3,10,,,,
336,0,1,0,0,0,0,2,,,,
336,0,2,0,0,0,0,2,,,,
337,0,0,0,0,2,2,4,,,,
337,0,1,0,0,0,0,1,,,,
337,1,0,0,424,2,2,4,,,,
337,1,1,0,0,0,0,1,,,,
338,0,0,0,431,0,0,2,,,,
338,0,1,0,0,0,0,2,,,,
338,0,2,0,0,0,0,2,,,,
339,0,0,0,510,1,3,1,3,1,4,1
339,0,1,0,0,0,0,2,,,,
340,0,0,0,402,0,0,2,,,,
340,0,1,0,0,0,0,2,,,,
341,0,0,0,394,0,0,2,,,,
341,0,1,0,0,0,0,2,,,,
342,0,0,0,0,2,2,8,,,,
342,0,1,0,0,0,0,1,,,,
342,0,2,0,0,0,0,1,,,,
342,0,3,0,0,0,0,2,,,,
342,1,0,0,448,0,0,2,,,,
342,1,1,0,0,0,0,2,,,,
342,2,0,0,415,3,3,10,,,,
342,2,1,0,0,0,0,2,,,,
342,3,0,0,518,1,3,1,3,1,2,1
342,3,1,0,0,0,0,1,,,,
343,0,0,0,496,0,0,1,,,,
343,0,1,0,0,0,0,1,,,,
344,0,0,0,0,0,0,1,,,,
344,0,1,0,428,0,0,1,,,,
344,0,2,0,0,0,0,2,,,,
345,0,0,0,451,0,0,2,,,,
345,0,1,0,0,0,0,2,,,,
346,0,0,0,0,0,0,2,,,,
346,0,1,0,0,0,0,2,,,,
346,1,0,0,453,0,0,2,,,,
346,1,1,0,0,0,0,2,,,,
347,0,0,0,0,3,3,10,,,,
347,0,1,0,0,0,0,2,,,,
347,1,0,0,0,0,0,2,,,,
347,1,1,0,390,0,0,2,,,,
347,1,2,0,0,0,0,2,,,,
348,0,0,0,0,1,3,1,3,1,4,1
348,0,1,0,0,0,0,2,,,,
348,0,2,0,0,0,0,2,,,,
348,1,0,0,0,0,0,2,,,,
348,1,1,0,0,0,0,1,,,,
348,2,0,0,448,2,2,4,,,,
348,2,1,0,0,0,0,1,,,,
348,3,0,0,424,2,2,8,,,,
348,3,1,0,1265,0,0,2,,,,
348,3,2,0,0,0,0,2,,,,
348,3,3,0,0,0,0,2,,,,
349,0,0,0,0,3,3,5,,,,
349,0,1,0,0,0,0,1,,,,
349,0,2,0,0,0,0,2,,,,
349,1,0,0,539,0,0,2,,,,
349,1,1,0,0,0,0,2,,,,
349,1,2,0,0,0,0,2,,,,
349,2,0,0,413,0,0,1,,,,
349,2,1,0,0,0,0,1,,,,
350,0,0,0,429,0,0,2,,,,
350,0,1,0,0,0,0,2,,,,
351,0,0,0,0,2,2,4,,,,
351,0,1,0,485,0,0,2,,,,
351,0,2,0,0,0,0,1,,,,
352,0,0,0,460,0,0,2,,,,
352,0,1,0,0,0,0,2,,,,
353,1,0,0,0,3,3,10,,,,
353,1,1,0,0,0,0,1,,,,
353,1,2,0,0,0,0,1,,,,
353,1,3,0,0,0,0,2,,,,
353,2,0,0,459,1,3,1,3,1,4,1
353,2,1,0,0,0,0,2,,,,
353,2,2,0,0,0,0,2,,,,
354,0,0,0,0,2,2,8,,,,
354,0,1,0,0,0,0,2,,,,
354,0,2,0,0,0,0,2,,,,
354,1,0,0,0,3,3,10,,,,
354,1,1,0,0,0,0,2,,,,
354,2,0,0,0,1,3,1,3,1,2,1
354,2,1,0,0,0,0,1,,,,
354,3,0,0,504,0,0,2,,,,
354,3,1,0,0,0,0,2,,,,
355,0,0,0,485,1,3,1,3,1,4,1
355,0,1,0,0,0,0,2,,,,
355,0,2,0,0,0,0,2,,,,
355,1,0,0,405,0,0,2,,,,
355,1,1,0,0,0,0,2,,,,
356,0,0,0,397,0,0,2,,,,
356,0,1,0,0,0,0,1,,,,
356,0,2,0,0,0,0,1,,,,
357,0,0,0,439,1,3,1,3,1,4,1
357,0,1,0,0,0,0,2,,,,
357,1,0,0,412,1,3,1,3,1,4,1
357,1,1,0,0,0,0,2,,,,
357,1,2,0,0,0,0,2,,,,
358,0,0,0,436,2,2,4,,,,
358,0,1,0,0,0,0,1,,,,
358,1,0,0,442,0,0,2,,,,
358,1,1,0,0,0,0,2,,,,
359,0,0,0,0,3,3,5,,,,
359,0,1,0,0,0,0,1,,,,
359,0,2,0,0,0,0,2,,,,
359,1,0,0,532,1,3,1,3,1,4,1
359,1,1,0,0,0,0,2,,,,
359,2,0,0,456,2,2,4,,,,
359,2,1,0,685,0,0,2,,,,
359,2,2,0,1246,0,0,2,,,,
359,2,3,0,0,0,0,1,,,,
360,0,0,0,0,3,3,10,,,,
360,0,1,0,0,0,0,2,,,,
360,0,2,0,0,0,0,2,,,,
360,0,3,0,0,0,0,2,,,,
360,1,0,0,527,0,0,1,,,,
360,1,1,0,0,0,0,1,,,,
360,2,0,0,490,0,0,1,,,,
360,2,1,0,0,0,0,1,,,,
361,0,0,0,478,0,0,1,,,,
361,0,1,0,0,0,0,1,,,,
362,0,0,0,0,3,3,10,,,,
362,0,1,0,0,0,0,1,,,,
362,0,2,0,0,0,0,2,,,,
362,0,3,0,0,0,0,1,,,,
362,0,4,0,0,0,0,2,,,,
362,0,5,0,0,0,0,2,,,,
362,1,0,0,520,0,0,2,,,,
362,1,1,0,726,0,0,2,,,,
362,1,2,0,0,0,0,2,,,,
362,1,3,0,0,0,0,2,,,,
362,1,4,0,947,0,0,2,,,,
362,1,5,0,0,0,0,2,,,,
362,2,0,0,443,2,2,8,,,,
362,2,1,0,0,0,0,2,,,,
362,2,2,0,0,0,0,2,,,,
363,0,0,0,490,3,3,10,,,,
363,0,1,0,0,0,0,2,,,,
363,0,2,0,0,0,0,2,,,,
364,0,0,0,0,2,2,4,,,,
364,0,1,0,0,0,0,1,,,,
365,0,0,0,0,0,0,1,,,,
365,0,1,0,0,0,0,2,,,,
366,1,0,0,454,1,3,1,3,1,4,1
366,1,1,0,1192,0,0,2,,,,
366,1,2,0,0,0,0,1,,,,
366,1,3,0,0,0,0,1,,,,
367,0,0,0,0,2,2,8,,,,
367,0,1,0,526,0,0,2,,,,
367,0,2,0,0,0,0,2,,,,
367,0,3,0,0,0,0,2,,,,
368,0,0,0,511,1,3,1,3,1,2,1
368,0,1,0,0,0,0,1,,,,
368,1,0,0,473,1,3,1,3,1,4,1
368,1,1,0,0,0,0,2,,,,
369,0,0,0,390,0,0,2,,,,
369,0,1,0,0,0,0,2,,,,
369,0,2,0,0,0,0,2,,,,
369,1,0,0,537,1,3,1,3,1,4,1
369,1,1,0,0,0,0,2,,,,
369,1,2,0,0,0,0,2,,,,
370,0,0,0,497,0,0,1,,,,
370,0,1,0,0,0,0,1,,,,
371,0,0,0,502,0,0,2,,,,
371,0,1,0,0,0,0,2,,,,
371,1,0,0,540,0,0,2,,,,
371,1,1,0,0,0,0,2,,,,
371,1,2,0,0,0,0,2,,,,
371,2,0,0,0,2,2,8,,,,
371,2,1,0,523,0,0,3,,,,
371,2,2,0,0,0,0,1,,,,
371,3,0,0,519,2,2,8,,,,
371,3,1,0,0,0,0,2,,,,
371,3,2,0,0,0,0,2,,,,
372,0,0,0,0,3,3,10,,,,
372,0,1,0,0,0,0,2,,,,
372,1,0,0,459,0,0,1,,,,
372,1,1,0,0,0,0,1,,,,
372,2,0,0,449,2,2,4,,,,
372,2,1,0,0,0,0,3,,,,
372,2,2,0,1041,0,0,3,,,,
372,2,3,0,0,0,0,1,,,,
372,3,0,0,0,1,3,1,3,1,2,1
372,3,1,0,0,0,0,1,,,,
373,0,0,0,462,2,2,8,,,,
373,0,1,0,0,0,0,2,,,,
373,0,2,0,0,0,0,2,,,,
374,0,0,0,505,0,0,2,,,,
374,0,1,0,0,0,0,2,,,,
374,1,0,0,480,0,0,1,,,,
374,1,1,0,0,0,0,1,,,,
375,0,0,0,427,0,0,2,,,,
375,0,1,0,0,0,0,2,,,,
375,0,2,0,0,0,0,2,,,,
375,1,0,0,0,3,3,10,,,,
375,1,1,0,445,0,0,2,,,,
375,1,2,0,0,0,0,2,,,,
375,2,0,0,0,0,0,1,,,,
375,2,1,0,0,0,0,1,,,,
376,0,0,0,438,2,2,8,,,,
376,0,1,0,1151,0,0,2,,,,
376,0,2,0,0,0,0,2,,,,
376,0,3,0,0,0,0,2,,,,
376,1,0,0,439,2,2,4,,,,
376,1,1,0,0,0,0,1,,,,
376,1,2,0,0,0,0,2,,,,
377,0,0,0,454,0,0,2,,,,
377,0,1,0,0,0,0,2,,,,
378,0,0,0,419,2,2,4,,,,
378,0,1,0,0,0,0,1,,,,
378,1,0,0,0,0,0,2,,,,
378,1,1,0,422,0,0,2,,,,
378,1,2,0,1281,0,0,2,,,,
378,1,3,0,0,0,0,2,,,,
379,0,0,0,475,0,0,2,,,,
379,0,1,0,0,0,0,2,,,,
380,0,0,0,0,0,0,2,,,,
380,0,1,0,445,0,0,2,,,,
380,0,2,0,0,0,0,2,,,,
380,1,0,0,0,1,3,1,3,1,2,1
380,1,1,0,485,0,0,1,,,,
380,1,2,0,0,0,0,2,,,,
380,1,3,0,0,0,0,2,,,,
381,0,0,0,0,0,0,2,,,,
381,0,1,0,511,0,0,2,,,,
381,0,2,0,0,0,0,2,,,,
382,0,0,0,0,0,0,2,,,,
382,0,1,0,0,0,0,2,,,,
382,0,2,0,0,0,0,2,,,,
382,1,0,0,495,2,2,8,,,,
382,1,1,0,0,0,0,2,,,,
382,1,2,0,0,0,0,2,,,,
383,0,0,0,473,1,3,1,3,1,4,1
383,0,1,0,0,0,0,2,,,,
384,0,0,0,0,0,0,1,,,,
384,0,1,0,0,0,0,1,,,,
384,1,0,0,431,3,3,5,,,,
384,1,1,0,0,0,0,1,,,,
385,0,0,0,0,1,3,1,3,1,2,1
385,0,1,0,0,0,0,2,,,,
385,0,2,0,0,0,0,1,,,,
385,1,0,0,391,1,3,1,3,1,2,1
385,1,1,0,0,0,0,1,,,,
385,1,2,0,0,0,0,2,,,,
386,0,0,0,473,2,2,4,,,,
386,0,1,0,0,0,0,1,,,,
387,1,0,0,477,0,0,2,,,,
387,1,1,0,0,0,0,2,,,,
387,2,0,0,521,1,3,1,3,1,2,1
387,2,1,0,0,0,0,1,,,,
387,3,0,0,471,3,3,10,,,,
387,3,1,0,0,0,0,2,,,,
387,3,2,0,0,0,0,2,,,,
387,4,0,0,0,3,3,10,,,,
387,4,1,0,500,0,0,1,,,,
387,4,2,0,0,0,0,1,,,,
388,0,0,0,0,3,3,10,,,,
388,0,1,0,0,0,0,2,,,,
388,0,2,0,0,0,0,2,,,,
388,1,0,0,0,0,0,2,,,,
388,1,1,0,0,0,0,1,,,,
388,1,2,0,443,0,0,1,,,,
388,1,3,0,0,0,0,2,,,,
389,0,0,0,0,0,0,2,,,,
389,0,1,0,0,0,0,2,,,,
389,1,0,0,446,0,0,2,,,,
389,1,1,0,0,0,0,2,,,,
390,0,0,0,500,0,0,2,,,,
390,0,1,0,0,0,0,2,,,,
390,1,0,0,485,2,2,8,,,,
390,1,1,0,0,0,0,2,,,,
391,0,0,0,482,2,2,8,,,,
391,0,1,0,0,0,0,2,,,,
391,0,2,0,0,0,0,2,,,,
391,0,3,0,0,0,0,2,,,,
392,0,0,0,0,3,3,10,,,,
392,0,1,0,0,0,0,2,,,,
392,1,0,0,442,0,0,1,,,,
392,1,1,0,0,0,0,2,,,,
392,1,2,0,0,0,0,1,,,,
392,2,0,0,532,3,3,5,,,,
392,2,1,0,0,0,0,1,,,,
393,0,0,0,0,1,3,1,3,1,2,1
393,0,1,0,0,0,0,2,,,,
393,0,2,0,0,0,0,1,,,,
393,0,3,0,0,0,0,2,,,,
393,1,0,0,0,0,0,1,,,,
393,1,1,0,478,0,0,1,,,,
393,1,2,0,0,0,0,2,,,,
393,2,0,0,530,2,2,8,,,,
393,2,1,0,0,0,0,2,,,,
393,3,0,0,434,1,3,1,3,1,4,1
393,3,1,0,0,0,0,2,,,,
393,4,0,0,503,3,3,5,,,,
393,4,1,0,0,0,0,1,,,,
394,0,0,0,426,0,0,2,,,,
394,0,1,0,0,0,0,2,,,,
394,2,0,0,404,2,2,4,,,,
394,2,1,0,0,0,0,1,,,,
395,0,0,0,468,2,2,8,,,,
395,0,1,0,0,0,0,2,,,,
396,0,0,0,503,0,0,1,,,,
396,0,1,0,0,0,0,1,,,,
397,0,0,0,0,3,3,10,,,,
397,0,1,0,0,0,0,2,,,,
397,0,2,0,0,0,0,2,,,,
397,0,3,0,0,0,0,2,,,,
397,0,4,0,0,0,0,2,,,,
397,1,0,0,471,2,2,8,,,,
397,1,1,0,0,0,0,2,,,,
398,0,0,0,0,0,0,1,,,,
398,0,1,0,0,0,0,2,,,,
399,0,0,0,455,2,2,4,,,,
399,0,1,0,0,0,0,1,,,,
400,0,0,0,0,0,0,1,,,,
400,0,1,0,0,0,0,3,,,,
400,1,0,0,0,0,0,2,,,,
400,1,1,0,0,0,0,1,,,,
401,0,0,0,0,1,3,1,3,2,2,2
401,0,1,0,0,0,0,1,,,,
401,0,2,0,0,0,0,2,,,,
401,1,0,0,0,0,0,2,,,,
401,1,1,0,0,0,0,2,,,,
401,2,0,0,411,0,0,1,,,,
401,2,1,0,0,0,0,1,,,,
401,2,2,0,0,0,0,2,,,,
401,3,0,0,450,0,0,2,,,,
401,3,1,0,0,0,0,2,,,,
402,0,0,0,0,1,3,1,3,2,4,2
402,0,1,0,0,0,0,2,,,,
402,1,0,0,0,0,0,2,,,,
402,1,1,0,499,0,0,2,,,,
402,1,2,0,0,0,0,2,,,,
403,1,0,0,404,0,0,2,,,,
403,1,1,0,0,0,0,2,,,,
405,0,0,0,452,0,0,2,,,,
405,0,1,0,0,0,0,2,,,,
406,0,0,0,406,2,2,4,,,,
406,0,1,0,0,0,0,1,,,,
407,0,0,0,0,2,2,4,,,,
407,0,1,0,0,0,0,2,,,,
407,0,2,0,0,0,0,1,,,,
407,1,0,0,0,0,0,1,,,,
407,1,1,0,477,0,0,1,,,,
407,1,2,0,1262,0,0,2,,,,
407,1,3,0,0,0,0,2,,,,
408,0,0,0,467,0,0,2,,,,
408,0,1,0,0,0,0,2,,,,
408,0,2,0,0,0,0,2,,,,
408,1,0,0,450,3,3,5,,,,
408,1,1,0,755,0,0,2,,,,
408,1,2,0,1077,0,0,2,,,,
408,1,3,0,0,0,0,1,,,,
409,0,0,0,397,0,0,2,,,,
409,0,1,0,0,0,0,2,,,,
409,1,0,0,402,2,2,8,,,,
409,1,1,0,0,0,0,2,,,,
410,0,0,0,0,3,3,5,,,,
410,0,1,0,0,0,0,1,,,,
410,1,0,0,414,1,3,1,3,2,2,2
410,1,1,0,0,0,0,1,,,,
410,2,0,0,527,2,2,8,,,,
410,2,1,0,0,0,0,2,,,,
410,3,0,0,508,2,2,4,,,,
410,3,1,0,0,0,0,1,,,,
410,3,2,0,1075,0,0,1,,,,
410,3,3,0,0,0,0,2,,,,
410,3,4,0,0,0,0,1,,,,
410,4,0,0,425,3,3,10,,,,
410,4,1,0,0,0,0,2,,,,
411,0,0,0,517,0,0,2,,,,
411,0,1,0,0,0,0,3,,,,
411,0,2,0,0,0,0,1,,,,
412,0,0,0,477,1,3,1,3,2,4,2
412,0,1,0,0,0,0,1,,,,
412,0,2,0,0,0,0,1,,,,
412,1,0,0,396,0,0,1,,,,
412,1,1,0,0,0,0,1,,,,
413,0,0,0,0,2,2,8,,,,
413,0,1,0,0,0,0,2,,,,
413,2,0,0,492,0,0,2,,,,
413,2,1,0,0,0,0,2,,,,
414,0,0,0,454,1,3,1,3,2,2,2
414,0,1,0,0,0,0,1,,,,
414,0,2,0,0,0,0,2,,,,
415,0,0,0,0,1,3,1,3,1,4,1
415,0,1,0,0,0,0,2,,,,
415,1,0,0,0,3,3,5,,,,
415,1,1,0,0,0,0,1,,,,
415,1,2,0,0,0,0,2,,,,
415,2,0,0,451,0,0,2,,,,
415,2,1,0,0,0,0,2,,,,
417,0,0,0,502,2,2,4,,,,
417,0,1,0,0,0,0,2,,,,
417,0,2,0,0,0,0,1,,,,
417,1,0,0,512,0,0,2,,,,
417,1,1,0,0,0,0,1,,,,
417,1,2,0,0,0,0,1,,,,
417,2,0,0,0,0,0,2,,,,
417,2,1,0,532,0,0,2,,,,
417,2,2,0,0,0,0,2,,,,
417,3,0,0,0,0,0,1,,,,
417,3,1,0,442,0,0,2,,,,
417,3,2,0,0,0,0,3,,,,
417,3,3,0,987,0,0,3,,,,
417,3,4,0,0,0,0,1,,,,
418,0,0,0,0,1,3,1,3,2,2,2
418,0,1,0,507,0,0,2,,,,
418,0,2,0,0,0,0,2,,,,
418,0,3,0,0,0,0,1,,,,
418,1,0,0,443,2,2,8,,,,
418,1,1,0,0,0,0,2,,,,
418,1,2,0,0,0,0,2,,,,
419,0,0,0,0,1,3,1,3,2,2,2
419,0,1,0,0,0,0,1,,,,
420,0,0,0,508,1,3,1,3,2,4,2
420,0,1,0,0,0,0,2,,,,
420,1,0,0,403,1,3,1,3,2,2,2
420,1,1,0,1218,0,0,2,,,,
420,1,2,0,0,0,0,1,,,,
420,1,3,0,0,0,0,2,,,,
420,1,4,0,0,0,0,2,,,,
420,2,0,0,391,2,2,8,,,,
420,2,1,0,0,0,0,2,,,,
421,0,0,0,0,0,0,2,,,,
421,0,1,0,539,0,0,2,,,,
421,0,2,0,0,0,0,2,,,,
422,1,0,0,473,1,3,1,3,2,4,2
422,1,1,0,0,0,0,2,,,,
422,1,2,0,0,0,0,2,,,,
422,2,0,0,414,2,2,4,,,,
422,2,1,0,0,0,0,2,,,,
422,2,2,0,0,0,0,1,,,,
422,3,0,0,0,2,2,8,,,,
422,3,1,0,0,0,0,1,,,,
422,3,2,0,0,0,0,1,,,,
422,3,3,0,0,0,0,2,,,,
423,0,0,0,492,0,0,1,,,,
423,0,1,0,0,0,0,1,,,,
423,0,2,0,773,0,0,1,,,,
423,0,3,0,1121,0,0,2,,,,
423,0,4,0,0,0,0,1,,,,
424,0,0,0,503,3,3,5,,,,
424,0,1,0,0,0,0,3,,,,
424,0,2,0,0,0,0,2,,,,
425,0,0,0,465,2,2,8,,,,
425,0,1,0,0,0,0,2,,,,
425,1,0,0,422,0,0,1,,,,
425,1,1,0,0,0,0,1,,,,
425,2,0,0,398,1,3,1,3,2,2,2
425,2,1,0,0,0,0,1,,,,
426,0,0,0,450,0,0,2,,,,
426,0,1,0,0,0,0,2,,,,
426,1,0,0,484,0,0,2,,,,
426,1,1,0,0,0,0,2,,,,
426,2,0,0,0,2,2,8,,,,
426,2,1,0,489,0,0,3,,,,
426,2,2,0,0,0,0,1,,,,
427,0,0,0,403,0,0,2,,,,
427,0,1,0,0,0,0,2,,,,
427,0,2,0,0,0,0,2,,,,
427,1,0,0,393,0,0,1,,,,
427,1,1,0,0,0,0,1,,,,
428,0,0,0,0,0,0,2,,,,
428,0,1,0,489,0,0,2,,,,
428,0,2,0,0,0,0,2,,,,
428,1,0,0,458,0,0,1,,,,
428,1,1,0,0,0,0,1,,,,
429,0,0,0,0,1,3,1,3,2,2,2
429,0,1,0,0,0,0,1,,,,
429,1,0,0,390,2,2,8,,,,
429,1,1,0,0,0,0,2,,,,
429,1,2,0,0,0,0,2,,,,
430,0,0,0,493,0,0,2,,,,
430,0,1,0,0,0,0,2,,,,
431,0,0,0,458,0,0,2,,,,
431,0,1,0,0,0,0,2,,,,
431,1,0,0,397,2,2,8,,,,
431,1,1,0,0,0,0,2,,,,
431,2,0,0,428,0,0,2,,,,
431,2,1,0,0,0,0,2,,,,
432,0,0,0,430,1,3,1,3,2,4,2
432,0,1,0,0,0,0,2,,,,
433,0,0,0,0,0,0,1,,,,
433,0,1,0,0,0,0,2,,,,
433,0,2,0,0,0,0,1,,,,
433,1,0,0,464,0,0,1,,,,
433,1,1,0,0,0,0,1,,,,
434,0,0,0,0,0,0,2,,,,
434,0,1,0,513,0,0,1,,,,
434,0,2,0,0,0,0,1,,,,
435,0,0,0,472,0,0,2,,,,
435,0,1,0,0,0,0,2,,,,
436,0,0,0,0,0,0,1,,,,
436,0,1,0,0,0,0,1,,,,
436,0,2,0,0,0,0,1,,,,
436,0,3,0,0,0,0,1,,,,
436,1,0,0,0,1,3,1,3,2,2,2
436,1,1,0,0,0,0,1,,,,
436,3,0,0,405,1,3,1,3,2,2,2
436,3,1,0,0,0,0,1,,,,
436,3,2,0,0,0,0,2,,,,
437,0,0,0,514,0,0,2,,,,
437,0,1,0,0,0,0,2,,,,
437,0,2,0,0,0,0,2,,,,
437,1,0,0,438,2,2,8,,,,
437,1,1,0,0,0,0,1,,,,
437,1,2,0,0,0,0,1,,,,
438,0,0,0,0,0,0,1,,,,
438,0,1,0,0,0,0,1,,,,
438,1,0,0,0,3,3,5,,,,
438,1,1,0,0,0,0,1,,,,
439,0,0,0,0,0,0,2,,,,
439,0,1,0,0,0,0,2,,,,
439,1,0,0,464,2,2,4,,,,
439,1,1,0,0,0,0,1,,,,
440,0,0,0,0,1,3,1,3,2,4,2
440,0,1,0,0,0,0,2,,,,
440,0,2,0,0,0,0,2,,,,
441,0,0,0,414,0,0,1,,,,
441,0,1,0,0,0,0,2,,,,
441,0,2,0,1254,0,0,2,,,,
441,0,3,0,0,0,0,1,,,,
441,1,0,0,408,0,0,2,,,,
441,1,1,0,0,0,0,2,,,,
441,1,2,0,0,0,0,2,,,,
